label	layer	phase	bucket	count	mean_cos	mean_rel_l2	mean_rms_delta	mean_mean_abs_delta	mean_max_abs_delta	mean_router_top1_match	mean_router_topk_jaccard	mean_router_margin_delta
base_k100	20	mlp_output	1024-1000000000	196	0.472685942	0.290826620	+0.005689792	+0.003836381	+0.063775510	nan	nan	nan
base_k100	20	mlp_output	256-512	20	0.389339438	0.207210090	+0.002791065	+0.002433810	+0.025000000	nan	nan	nan
base_k100	20	mlp_output	512-768	20	0.374915582	0.285548443	+0.002788122	+0.001120250	+0.000000000	nan	nan	nan
base_k100	20	mlp_output	64-256	15	0.363524699	0.380421463	+0.002172820	-0.000758114	+0.079166667	nan	nan	nan
base_k100	20	mlp_output	768-1024	21	0.352757619	0.360759033	-0.003487234	-0.004640840	+0.037202381	nan	nan	nan
base_k100	20	mlp_output	all	592	0.401272694	0.332957040	+0.002918417	+0.001694976	+0.039484797	nan	nan	nan
base_k100	20	moe_output	0-64	320	0.356546348	0.423022055	+0.000491448	+0.000521263	+0.000109863	nan	nan	nan
base_k100	20	moe_output	1024-1000000000	196	0.461763720	0.342852707	+0.000182597	+0.000257206	-0.001604353	nan	nan	nan
base_k100	20	moe_output	256-512	20	0.381433865	0.273067759	-0.000180588	+0.000267083	-0.025781250	nan	nan	nan
base_k100	20	moe_output	512-768	20	0.376126549	0.312475689	+0.000278562	-0.000143977	+0.024023438	nan	nan	nan
base_k100	20	moe_output	64-256	15	0.360981870	0.381948590	-0.001357479	-0.001070955	-0.015625000	nan	nan	nan
base_k100	20	moe_output	768-1024	21	0.332361727	0.490150750	+0.000916117	+0.000601200	+0.028273810	nan	nan	nan
base_k100	20	moe_output	all	592	0.392138603	0.385326693	+0.000327514	+0.000365270	+0.000075882	nan	nan	nan
base_k100	20	output	0-64	320	0.366146243	0.342290703	+0.004051379	+0.004420778	+0.218359375	nan	nan	nan
base_k100	20	output	1024-1000000000	196	0.477849705	0.240854345	-0.008083764	-0.004262274	-0.200255102	nan	nan	nan
base_k100	20	output	256-512	20	0.388493097	0.201770224	-0.003768536	-0.001787321	-0.062500000	nan	nan	nan
base_k100	20	output	512-768	20	0.383500475	0.238985723	-0.004671866	-0.000168164	-0.225000000	nan	nan	nan
base_k100	20	output	64-256	15	0.370580673	0.327190702	+0.003729777	+0.004421719	+0.116666667	nan	nan	nan
base_k100	20	output	768-1024	21	0.344533043	0.398767888	+0.006516275	-0.000406674	+0.309523810	nan	nan	nan
base_k100	20	output	all	592	0.403816074	0.297251057	-0.000445939	+0.001009999	+0.055954392	nan	nan	nan
base_k100	20	router_logits	0-64	320	0.387918747	0.133787500	+0.009692606	+0.010245721	+0.000000000	0.843750000	0.857648810	+0.001879883
base_k100	20	router_logits	1024-1000000000	196	0.496408380	0.106025913	+0.020269188	+0.022157755	+0.007174745	0.867346939	0.888629738	-0.016661352
base_k100	20	router_logits	256-512	20	0.398839808	0.064067800	+0.004298121	+0.003623199	+0.015625000	0.900000000	0.946666667	+0.000781250
base_k100	20	router_logits	512-768	20	0.398723409	0.075245959	-0.001257122	-0.000708771	-0.021875000	0.900000000	0.873333333	-0.016406250
base_k100	20	router_logits	64-256	15	0.397609675	0.096555839	-0.022461104	-0.024281820	-0.032291667	0.933333333	0.831111111	+0.029166667
base_k100	20	router_logits	768-1024	21	0.375298211	0.161703497	+0.023583719	+0.025702522	+0.028273810	0.857142857	0.829478458	+0.033482143
base_k100	20	router_logits	all	592	0.424369448	0.119151612	+0.012320197	+0.013269198	+0.002349029	0.858108108	0.869771557	-0.003101246
base_k100	24	attention_output	0-64	320	0.380221936	0.293485864	-0.027486717	-0.008712261	-0.619726563	nan	nan	nan
base_k100	24	attention_output	1024-1000000000	196	0.484499075	0.213593298	-0.002763897	-0.001351808	-0.145567602	nan	nan	nan
base_k100	24	attention_output	256-512	20	0.392640200	0.180226262	-0.010551044	-0.008698934	-0.156250000	nan	nan	nan
base_k100	24	attention_output	512-768	20	0.389928579	0.207918253	-0.031352085	-0.011023822	-0.550000000	nan	nan	nan
base_k100	24	attention_output	64-256	15	0.385774608	0.276024912	+0.021137222	+0.000464471	+0.312500000	nan	nan	nan
base_k100	24	attention_output	768-1024	21	0.368474506	0.270529664	-0.004467465	-0.010069946	+0.017857143	nan	nan	nan
base_k100	24	attention_output	all	592	0.415217564	0.255562018	-0.016811308	-0.006168640	-0.398490287	nan	nan	nan
base_k100	24	input	0-64	320	0.353378328	0.401738339	-0.005717364	-0.000769788	-0.470312500	nan	nan	nan
base_k100	24	input	1024-1000000000	196	0.456892567	0.330588863	-0.009191939	-0.002197899	-0.495535714	nan	nan	nan
base_k100	24	input	256-512	20	0.377519771	0.282768618	-0.002101570	-0.000460827	-0.175000000	nan	nan	nan
base_k100	24	input	512-768	20	0.371342435	0.317494915	-0.000895596	+0.001115239	-0.006250000	nan	nan	nan
base_k100	24	input	64-256	15	0.377292069	0.318411751	-0.001250652	-0.003892962	+0.250000000	nan	nan	nan
base_k100	24	input	768-1024	21	0.332108779	0.469891940	+0.014393497	+0.001655525	+1.077380952	nan	nan	nan
base_k100	24	input	all	592	0.388923847	0.368327853	-0.005756109	-0.001161589	-0.379856419	nan	nan	nan
base_k100	24	mlp_output	0-64	320	0.363102696	0.340668032	+0.002826913	+0.000654370	+0.108837891	nan	nan	nan
base_k100	24	mlp_output	1024-1000000000	196	0.465590173	0.301896346	+0.005989062	+0.010222516	-0.042410714	nan	nan	nan
base_k100	24	mlp_output	256-512	20	0.386404368	0.229961349	+0.007450736	-0.000131983	+0.168750000	nan	nan	nan
base_k100	24	mlp_output	512-768	20	0.382748479	0.276137749	+0.013136196	+0.002416644	+0.362500000	nan	nan	nan
base_k100	24	mlp_output	64-256	15	0.389426621	0.226070518	+0.010064459	-0.002725005	+0.375000000	nan	nan	nan
base_k100	24	mlp_output	768-1024	21	0.358657292	0.307082801	-0.005549612	-0.011170384	+0.089285714	nan	nan	nan
base_k100	24	mlp_output	all	592	0.398994588	0.316614173	+0.004264581	+0.003350087	+0.075406461	nan	nan	nan
base_k100	24	moe_output	0-64	320	0.354038293	0.443051572	-0.000126603	+0.000125125	-0.009008789	nan	nan	nan
base_k100	24	moe_output	1024-1000000000	196	0.453292602	0.379932850	+0.001013473	+0.000642186	+0.020537707	nan	nan	nan
base_k100	24	moe_output	256-512	20	0.375479302	0.315883632	+0.000774438	+0.000472291	+0.018847656	nan	nan	nan
base_k100	24	moe_output	512-768	20	0.375766692	0.310904621	-0.000130641	+0.000326270	-0.012109375	nan	nan	nan
base_k100	24	moe_output	64-256	15	0.377231157	0.334047102	+0.000155638	-0.000595099	+0.031250000	nan	nan	nan
base_k100	24	moe_output	768-1024	21	0.313013078	0.490672908	-0.000366838	-0.000165061	+0.001953125	nan	nan	nan
base_k100	24	moe_output	all	592	0.387490313	0.409718721	+0.000279788	+0.000286295	+0.003018766	nan	nan	nan
base_k100	24	output	0-64	320	0.350156041	0.420406445	-0.005045297	+0.000121077	-0.485546875	nan	nan	nan
base_k100	24	output	1024-1000000000	196	0.453000117	0.347854259	-0.005095907	-0.000418977	-0.329081633	nan	nan	nan
base_k100	24	output	256-512	20	0.375685567	0.287255548	-0.001803908	+0.000356057	-0.331250000	nan	nan	nan
base_k100	24	output	512-768	20	0.372122252	0.323001131	+0.006235906	+0.003593314	+0.256250000	nan	nan	nan
base_k100	24	output	64-256	15	0.376758456	0.323000909	-0.003004420	-0.005354325	+0.275000000	nan	nan	nan
base_k100	24	output	768-1024	21	0.326792679	0.483709207	+0.010385014	+0.002993899	+0.714285714	nan	nan	nan
base_k100	24	output	all	592	0.385655634	0.385122949	-0.003972354	+0.000030692	-0.341638514	nan	nan	nan
base_k100	24	router_logits	0-64	320	0.390925009	0.132535257	-0.002128441	-0.001549906	-0.030419922	0.878125000	0.864255952	-0.018945312
base_k100	24	router_logits	1024-1000000000	196	0.495674227	0.110663221	+0.018466788	+0.018513974	+0.016820791	0.857142857	0.850242954	+0.003826531
base_k100	24	router_logits	256-512	20	0.398641410	0.072815743	-0.009090692	-0.010039520	+0.022656250	0.900000000	0.897142857	+0.021875000
base_k100	24	router_logits	512-768	20	0.398498911	0.073225113	-0.002756798	-0.004255486	+0.009375000	0.950000000	0.966666667	-0.014843750
base_k100	24	router_logits	64-256	15	0.398905770	0.072851764	-0.024714200	-0.024656169	-0.018750000	0.933333333	0.875555556	-0.005208333
base_k100	24	router_logits	768-1024	21	0.374441678	0.144123769	-0.017495263	-0.018196833	-0.049107143	0.952380952	0.829024943	-0.071428571
base_k100	24	router_logits	all	592	0.425739560	0.119406001	+0.003316429	+0.003538671	-0.012009079	0.878378378	0.863223938	-0.011402027
base_k100	28	attention_output	0-64	320	0.379862050	0.291987965	-0.016931349	-0.005388980	-0.183642578	nan	nan	nan
base_k100	28	attention_output	1024-1000000000	196	0.475944443	0.250692748	+0.002458819	-0.001580334	+0.104950574	nan	nan	nan
base_k100	28	attention_output	256-512	20	0.388182834	0.211855005	-0.026636550	-0.007335933	-0.361718750	nan	nan	nan
base_k100	28	attention_output	512-768	20	0.383057743	0.217304341	-0.007051411	-0.003820221	-0.192187500	nan	nan	nan
base_k100	28	attention_output	64-256	15	0.388365444	0.253952426	+0.009134885	+0.003516763	+0.008333333	nan	nan	nan
base_k100	28	attention_output	768-1024	21	0.359967073	0.307125773	-0.000322465	-0.002460867	+0.073660714	nan	nan	nan
base_k100	28	attention_output	all	592	0.411571906	0.270923220	-0.009256100	-0.003811265	-0.080408045	nan	nan	nan
base_k100	28	input	0-64	320	0.351311418	0.433821553	-0.002469637	-0.000743326	-0.231933594	nan	nan	nan
base_k100	28	input	1024-1000000000	196	0.450449608	0.375724564	+0.005542612	+0.003001088	+0.322385204	nan	nan	nan
base_k100	28	input	256-512	20	0.377461877	0.296882543	+0.002305841	+0.001894583	-0.217187500	nan	nan	nan
base_k100	28	input	512-768	20	0.372402772	0.310875491	-0.003802022	-0.002807420	+0.157812500	nan	nan	nan
base_k100	28	input	64-256	15	0.376554044	0.329098675	-0.008787580	-0.008990276	+0.241666667	nan	nan	nan
base_k100	28	input	768-1024	21	0.336860143	0.432449077	-0.000517556	+0.001469012	-0.188988095	nan	nan	nan
base_k100	28	input	all	592	0.385857168	0.400962559	+0.000208551	+0.000385283	-0.021220439	nan	nan	nan
base_k100	28	mlp_output	0-64	320	0.389598303	0.213630395	-0.097352013	-0.045516798	-1.124218750	nan	nan	nan
base_k100	28	mlp_output	1024-1000000000	196	0.491960645	0.158525346	-0.142730102	-0.045425330	-2.332908163	nan	nan	nan
base_k100	28	mlp_output	256-512	20	0.396359500	0.129192731	-0.043307686	-0.061364555	-1.225000000	nan	nan	nan
base_k100	28	mlp_output	512-768	20	0.396309310	0.142489972	+0.096814299	+0.020144296	+1.487500000	nan	nan	nan
base_k100	28	mlp_output	64-256	15	0.393672367	0.181060386	-0.088124530	-0.037751738	-1.016666667	nan	nan	nan
base_k100	28	mlp_output	768-1024	21	0.376860074	0.148764815	-0.044042315	-0.009442988	-1.321428571	nan	nan	nan
base_k100	28	mlp_output	all	592	0.423595045	0.184883269	-0.101865487	-0.042327236	-1.443834459	nan	nan	nan
base_k100	28	moe_output	0-64	320	0.360327649	0.403308016	-0.000260523	-0.000104273	-0.005055237	nan	nan	nan
base_k100	28	moe_output	1024-1000000000	196	0.457782745	0.343403190	-0.000620868	-0.000517718	-0.003629723	nan	nan	nan
base_k100	28	moe_output	256-512	20	0.380918247	0.312190305	+0.000706301	+0.000505378	+0.006933594	nan	nan	nan
base_k100	28	moe_output	512-768	20	0.382954341	0.294122082	+0.000312244	+0.000288257	-0.002026367	nan	nan	nan
base_k100	28	moe_output	64-256	15	0.375451903	0.328968593	-0.000366214	-0.000306677	-0.002278646	nan	nan	nan
base_k100	28	moe_output	768-1024	21	0.349279932	0.372355804	-0.000650168	-0.000418675	-0.011904762	nan	nan	nan
base_k100	28	moe_output	all	592	0.394044551	0.371406624	-0.000344313	-0.000223581	-0.004248542	nan	nan	nan
base_k100	28	output	0-64	320	0.358432964	0.418936230	-0.000571943	-0.000452519	-0.022802734	nan	nan	nan
base_k100	28	output	1024-1000000000	196	0.460596590	0.347143417	-0.004375149	-0.003100365	-0.028380102	nan	nan	nan
base_k100	28	output	256-512	20	0.381085855	0.295435210	+0.004718459	+0.003056410	-0.056250000	nan	nan	nan
base_k100	28	output	512-768	20	0.379486030	0.296674932	-0.002966398	-0.001805291	+0.029687500	nan	nan	nan
base_k100	28	output	64-256	15	0.371747641	0.365917570	-0.006584863	-0.005181404	+0.095833333	nan	nan	nan
base_k100	28	output	768-1024	21	0.352358699	0.367242731	-0.007997771	-0.006014114	-0.193452381	nan	nan	nan
base_k100	28	output	all	592	0.393855853	0.380914924	-0.002149047	-0.001573434	-0.027053421	nan	nan	nan
base_k100	28	router_logits	0-64	320	0.390444396	0.206156715	+0.003163324	+0.004779112	-0.021630859	0.918750000	0.882678571	-0.013085938
base_k100	28	router_logits	1024-1000000000	196	0.487743689	0.181715319	+0.002311425	+0.003295826	-0.032684949	0.918367347	0.889893100	-0.035275829
base_k100	28	router_logits	256-512	20	0.392529055	0.188440329	+0.006295678	+0.003532565	+0.030468750	0.900000000	0.900000000	+0.008593750
base_k100	28	router_logits	512-768	20	0.394617185	0.138610870	+0.005605730	+0.004083228	+0.015625000	0.900000000	0.893333333	+0.050000000
base_k100	28	router_logits	64-256	15	0.395812821	0.157306246	-0.005314938	-0.005743599	-0.045833333	0.866666667	0.946666667	-0.087500000
base_k100	28	router_logits	768-1024	21	0.373288907	0.184483053	+0.006965404	+0.008594842	+0.020833333	0.857142857	0.879365079	+0.002232143
base_k100	28	router_logits	all	592	0.422397219	0.192313564	+0.002989663	+0.004091134	-0.021378801	0.913851351	0.887516088	-0.018911001
